통합_학과별_장학금_21-23,,,,,,,,,,,,,,,,,,,,
기준연도,학교명,단과대학,학과,구분,학기,"재학생
(A)","재학생 1인당
장학금
(D=B/A)",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중국학부,주간,2학기,82,"1,255,463.4",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중국학부(중국어전공),주간,1학기,225,"1,714,133.2",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중국학부(중국어전공),주간,2학기,213,"1,636,003.3",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중국학부(중국지역통상전공),주간,1학기,97,"1,790,248",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중국학부(중국지역통상전공),주간,2학기,89,"1,828,301.2",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중동학부(아랍전공),주간,1학기,25,"1,659,840",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중동학부(아랍전공),주간,2학기,15,"1,542,733.3",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중동학부(터키어전공),주간,1학기,7,"2,515,129",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,중동학부(터키어전공),주간,2학기,9,"1,021,000",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,태국어과,주간,1학기,23,"2,824,560",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,태국어과,주간,2학기,20,"2,211,348.5",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어교육학과,주간,1학기,24,"2,715,893.1",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어교육학과,주간,2학기,26,"1,857,826.2",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어문화학부,주간,1학기,64,"1,463,304.7",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어문화학부,주간,2학기,54,"1,443,939.3",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어문화학부(한국어교육전공),주간,1학기,19,"1,811,666.8",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어문화학부(한국어교육전공),주간,2학기,21,"952,761.9",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어문화학부(한국언어문화전공),주간,1학기,8,"1,423,250",,,,,,,,,,,,,
2023,부산외국어대학교,아시아대학,한국어문화학부(한국언어문화전공),주간,2학기,8,"1,480,500",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,독일어과,주간,1학기,125,"1,685,842.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,독일어과,주간,2학기,114,"1,493,911.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,러시아학과,주간,1학기,203,"1,300,727.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,러시아학과,주간,2학기,180,"1,145,549.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,스페인어과,주간,1학기,263,"1,709,722.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,스페인어과,주간,2학기,239,"1,565,794.9",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,영어학부,주간,1학기,311,"1,360,837.2",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,영어학부,주간,2학기,256,"1,317,447.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,영어학부(영어전공),주간,1학기,131,"1,553,414.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,영어학부(영어전공),주간,2학기,129,"1,582,676.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,영어학부(영어통번역전공),주간,1학기,56,"1,748,469.8",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,영어학부(영어통번역전공),주간,2학기,56,"1,526,561.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽지역통상학과,주간,1학기,67,"1,305,449.1",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽지역통상학과,주간,2학기,61,"1,408,965.9",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부,주간,1학기,66,"1,580,815.9",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부(유럽지역통상전공),주간,1학기,2,0,,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부(유럽지역통상전공),주간,2학기,13,"566,538.5",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부(이탈리아어전공),주간,2학기,14,"1,262,571.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부(포르투갈(브라질)어전공),주간,2학기,20,"967,650",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부(프랑스어전공),주간,1학기,1,0,,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,유럽학부(프랑스어전공),주간,2학기,17,"1,035,882.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,이탈리아어과,주간,1학기,70,"910,215.9",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,이탈리아어과,주간,2학기,57,"1,411,726.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,터키・중앙아시아어과,주간,1학기,35,"1,209,636.7",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,터키・중앙아시아어과,주간,2학기,31,"813,980.6",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,포르투갈(브라질)어과,주간,1학기,48,"1,659,930.8",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,포르투갈(브라질)어과,주간,2학기,37,"1,287,648.6",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,프랑스어과,주간,1학기,71,"1,337,743.4",,,,,,,,,,,,,
2023,부산외국어대학교,유럽미주대학,프랑스어과,주간,2학기,59,"1,172,929.8",,,,,,,,,,,,,
2023,부산외국어대학교,글로컬창의융합대학,스포츠산업학부(사회체육전공),주간,1학기,34,"2,361,622.5",,,,,,,,,,,,,
2023,부산외국어대학교,글로컬창의융합대학,스포츠산업학부(사회체육전공),주간,2학기,31,"1,604,425.2",,,,,,,,,,,,,
2023,부산외국어대학교,글로컬창의융합대학,스포츠산업학부(스포츠산업전공),주간,1학기,11,"1,681,909.1",,,,,,,,,,,,,
2023,부산외국어대학교,글로컬창의융합대학,스포츠산업학부(스포츠산업전공),주간,2학기,9,"1,436,000",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌IT대학,임베디드IT학부,주간,1학기,58,"1,344,780.7",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌IT대학,임베디드IT학부,주간,2학기,43,"1,509,973.3",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌IT대학,전자로봇공학과,주간,1학기,60,"1,248,560.8",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌IT대학,전자로봇공학과,주간,2학기,53,"1,264,119.6",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌IT대학,컴퓨터소프트웨어학부,주간,1학기,56,"1,817,453.3",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌IT대학,컴퓨터소프트웨어학부,주간,2학기,48,"2,034,632.9",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,동남아창의융합학부,주간,1학기,180,"1,461,211.1",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,동남아창의융합학부,주간,2학기,150,"1,306,663.2",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,인도학부(인도언어문화전공),주간,1학기,18,"1,063,294.4",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,인도학부(인도언어문화전공),주간,2학기,18,"923,843.3",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,인도학부(인도지역통상전공),주간,1학기,21,"161,304.4",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,인도학부(인도지역통상전공),주간,2학기,16,"6,250",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,파이데이아창의인재학과,주간,1학기,22,"2,623,040",,,,,,,,,,,,,
2023,부산외국어대학교,글로벌인문융합대학,파이데이아창의인재학과,주간,2학기,20,"2,555,691",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,글로벌웹툰콘텐츠학과,주간,1학기,31,"2,562,645.2",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,글로벌웹툰콘텐츠학과,주간,2학기,29,"2,197,310.3",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,소프트웨어학부,주간,1학기,78,"1,618,513.2",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,소프트웨어학부,주간,2학기,74,"1,254,357.8",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,소프트웨어학부(사물인터넷(IoT)전공),주간,1학기,16,"2,924,362.5",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,소프트웨어학부(사물인터넷(IoT)전공),주간,2학기,18,"2,361,750",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,소프트웨어학부(소프트웨어전공),주간,1학기,22,"2,188,311.8",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,소프트웨어학부(소프트웨어전공),주간,2학기,22,"2,605,812",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,영상콘텐츠융합학과,주간,1학기,140,"2,123,220.4",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,영상콘텐츠융합학과,주간,2학기,139,"1,928,099.3",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,전자로봇・보안학부(스마트융합보안전공),주간,1학기,11,"2,481,727.3",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,전자로봇・보안학부(스마트융합보안전공),주간,2학기,9,"1,451,333.3",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,전자로봇・보안학부(전자로봇전공),주간,1학기,27,"2,044,688.9",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,전자로봇・보안학부(전자로봇전공),주간,2학기,25,"1,262,360",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,컴퓨터공학부,주간,1학기,54,"2,488,014.1",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,컴퓨터공학부,주간,2학기,44,"1,359,553",,,,,,,,,,,,,
2023,부산외국어대학교,디지털미디어・IT대학,컴퓨터공학부(컴퓨터공학전공),주간,2학기,2,"950,000",,,,,,,,,,,,,
2023,부산장신대학교,사범대학,특수교육과,주간,1학기,77,"2,793,977.1",,,,,,,,,,,,,
2023,부산장신대학교,사범대학,특수교육과,주간,2학기,77,"3,037,121.3",,,,,,,,,,,,,
2023,부산장신대학교,인문대학,기독교사회복지상담학과,주간,1학기,6,"2,795,170.8",,,,,,,,,,,,,
2023,부산장신대학교,인문대학,기독교사회복지상담학과,주간,2학기,5,"2,731,815",,,,,,,,,,,,,
2023,부산장신대학교,인문대학,사회복지상담학과,주간,1학기,6,"2,188,333.3",,,,,,,,,,,,,
2023,부산장신대학교,인문대학,사회복지상담학과,주간,2학기,5,"2,563,195",,,,,,,,,,,,,
2023,부산장신대학교,인문대학,신학과,주간,1학기,44,"2,847,806.4",,,,,,,,,,,,,
2023,부산장신대학교,인문대학,신학과,주간,2학기,39,"3,192,788.2",,,,,,,,,,,,,
2023,삼육대학교,간호대학,간호학과,주간,1학기,329,"1,966,868.7",,,,,,,,,,,,,
2023,삼육대학교,간호대학,간호학과,주간,2학기,319,"2,068,088.1",,,,,,,,,,,,,
2023,삼육대학교,간호대학,간호학과(특별과정),주간,1학기,13,"1,172,692.3",,,,,,,,,,,,,
2023,삼육대학교,간호대학,간호학과(특별과정),주간,2학기,13,"1,412,384.6",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,동물생명자원학과,주간,1학기,108,"2,021,174.7",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,동물생명자원학과,주간,2학기,96,"2,076,660.5",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,동물자원과학과,주간,1학기,63,"1,712,267.5",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,동물자원과학과,주간,2학기,64,"1,845,261.3",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,바이오융합공학과,주간,1학기,57,"2,039,872.5",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,바이오융합공학과,주간,2학기,48,"2,362,860.6",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,컴퓨터학부,주간,1학기,3,0,,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,컴퓨터학부,주간,2학기,3,0,,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,화학생명과학과,주간,1학기,311,"1,585,598.6",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,화학생명과학과,주간,2학기,305,"1,899,696.7",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,환경디자인원예학과,주간,1학기,299,"1,567,747.4",,,,,,,,,,,,,
2023,삼육대학교,과학기술대학,환경디자인원예학과,주간,2학기,259,"1,871,974.1",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,건축학과(4년제),주간,1학기,16,"2,035,418.8",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,건축학과(4년제),주간,2학기,16,"2,247,062.5",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,건축학과(5년제),주간,1학기,229,"1,654,648.3",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,건축학과(5년제),주간,2학기,227,"2,025,895.1",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,아트앤디자인학과,주간,1학기,329,"1,719,630.7",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,아트앤디자인학과,주간,2학기,324,"2,032,404.6",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,음악학과,주간,1학기,188,"1,909,136.5",,,,,,,,,,,,,
2023,삼육대학교,문화예술대학,음악학과,주간,2학기,169,"2,078,767.2",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,물리치료학과,주간,1학기,210,"2,168,114.5",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,물리치료학과,주간,2학기,214,"2,342,712.2",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,보건관리학과,주간,1학기,147,"1,794,645.3",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,보건관리학과,주간,2학기,134,"2,030,307.2",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,사회복지학과,주간,1학기,148,"2,349,794.4",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,사회복지학과,주간,2학기,137,"2,721,423.4",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,상담심리학과,주간,1학기,191,"1,988,152.1",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,상담심리학과,주간,2학기,180,"2,714,598.6",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,생활체육학과,주간,1학기,188,"2,054,550.7",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,생활체육학과,주간,2학기,169,"2,267,098.8",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,식품영양학과,주간,1학기,188,"2,074,454.1",,,,,,,,,,,,,
2023,삼육대학교,보건복지대학,식품영양학과,주간,2학기,168,"2,173,842.2",,,,,,,,,,,,,
2023,삼육대학교,신학대학,신학과,주간,1학기,159,"4,491,507.1",,,,,,,,,,,,,
2023,삼육대학교,신학대학,신학과,주간,2학기,151,"4,751,651.3",,,,,,,,,,,,,
2023,삼육대학교,약학대학,약학과,주간,1학기,201,"2,034,919",,,,,,,,,,,,,
2023,삼육대학교,약학대학,약학과,주간,2학기,193,"2,512,847.5",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,경영정보학과,주간,1학기,67,"1,754,943.1",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,경영정보학과,주간,2학기,60,"2,045,610.8",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,경영학과,주간,1학기,409,"1,577,264.4",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,경영학과,주간,2학기,388,"1,656,795.8",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,글로벌한국학과,주간,1학기,163,"1,659,884.1",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,글로벌한국학과,주간,2학기,158,"1,686,570.7",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,영어영문학과,주간,1학기,135,"1,219,145.8",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,영어영문학과,주간,2학기,121,"1,510,859.2",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,영어영문학부,주간,1학기,176,"1,350,368.4",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,영어영문학부,주간,2학기,155,"1,681,302.8",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,유아교육과,주간,1학기,178,"2,000,176.1",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,유아교육과,주간,2학기,162,"2,419,057.7",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,일본어학과,주간,1학기,70,"1,397,373.9",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,일본어학과,주간,2학기,58,"1,612,104.7",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,중국어학과,주간,1학기,56,"2,035,474.9",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,중국어학과,주간,2학기,57,"2,193,522.5",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,항공관광외국어학부,주간,1학기,108,"1,336,168.5",,,,,,,,,,,,,
2023,삼육대학교,인문사회대학,항공관광외국어학부,주간,2학기,103,"1,738,410.1",,,,,,,,,,,,,
2023,삼육대학교,미래융합대학,IT융합공학과,주간,1학기,41,"2,480,163",,,,,,,,,,,,,
2023,삼육대학교,미래융합대학,IT융합공학과,주간,2학기,38,"2,489,273.7",,,,,,,,,,,,,
2023,삼육대학교,미래융합대학,인공지능융합학부,주간,1학기,281,"1,486,875.3",,,,,,,,,,,,,
2023,삼육대학교,미래융합대학,인공지능융합학부,주간,2학기,271,"1,944,245.6",,,,,,,,,,,,,
2023,삼육대학교,미래융합대학,컴퓨터・메카트로닉스공학부,주간,1학기,42,"1,390,670.7",,,,,,,,,,,,,
