기준년도,학교,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
,,인문ㆍ사회계열,"8,432","8,771",236,35.7,37.2
,부산장신대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,668,631,22,30.4,28.7
,삼육대학교,자연과학계열,"2,374","2,576",61,38.9,42.2
,,공학계열,357,350,9,39.7,38.9
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,792,831,22,36,37.8
,,인문ㆍ사회계열,"2,269","2,480",92,24.7,27
,상명대학교,예ㆍ체능계열,"1,852","1,619",36,51.4,45
,,인문ㆍ사회계열,"3,582","4,129",116,30.9,35.6
,,공학계열,333,319,11,30.3,29
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,719","2,066",61,28.2,33.9
,상명대학교(천안) _분교,인문ㆍ사회계열,"1,535","1,673",57,26.9,29.4
,,자연과학계열,556,585,15,37.1,39
,,공학계열,"1,113","1,234",40,27.8,30.9
,,예ㆍ체능계열,"2,708","3,005",78,34.7,38.5
,,의학계열,0,0,0,0,0
,상지대학교,예ㆍ체능계열,957,891,23,41.6,38.7
,,자연과학계열,"1,982","1,875",71,27.9,26.4
,,의학계열,268,266,8,33.5,33.3
,,공학계열,"1,232","1,105",37,33.3,29.9
,,인문ㆍ사회계열,"4,576","4,398",113,40.5,38.9
,서강대학교,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,"1,327","1,209",68,19.5,17.8
,,공학계열,"2,825","2,801",97,29.1,28.9
,,인문ㆍ사회계열,"9,038","9,539",279,32.4,34.2
,,의학계열,0,0,0,0,0
,서경대학교,인문ㆍ사회계열,"2,454","2,908",122,20.1,23.8
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,838","1,809",24,76.6,75.4
,,공학계열,"1,670","1,733",41,40.7,42.3
,,자연과학계열,320,376,12,26.7,31.3
,서남대학교,의학계열,247,196,28,8.8,7
,,예ㆍ체능계열,762,148,9,84.7,16.4
,,공학계열,181,8,8,22.6,1
,,인문ㆍ사회계열,"1,268",203,18,70.4,11.3
,,자연과학계열,"1,841",735,50,36.8,14.7
,서남대학교 _제2캠퍼스,예ㆍ체능계열,142,70,4,35.5,17.5
,,자연과학계열,540,261,18,30,14.5
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,022",537,50,60.4,10.7
,,공학계열,440,113,22,20,5.1
,서울과학기술대학교,공학계열,"4,903","3,936",237,20.7,16.6
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,859,807,64,13.4,12.6
,,자연과학계열,296,265,13,22.8,20.4
,,예ㆍ체능계열,771,706,39,19.8,18.1
,서울과학기술대학교(산업대),자연과학계열,273,326,0,0,0
,,인문ㆍ사회계열,529,793,0,0,0
,,공학계열,"3,112","5,298",0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,500,896,0,0,0
,서울교육대학교,자연과학계열,"1,165","1,138",25,46.6,45.5
,,예ㆍ체능계열,590,612,21,28.1,29.1
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,976","2,025",49,40.3,41.3
,서울기독대학교,인문ㆍ사회계열,881,782,23,38.3,34
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,231,215,9,25.7,23.9
,서울대학교,인문ㆍ사회계열,"10,271","12,474",598,17.2,20.9
,,예ㆍ체능계열,"1,552","1,939",90,17.2,21.5
,,의학계열,"3,225","3,448",651,5,5.3
,,공학계열,"7,298","7,632",334,21.9,22.9
,,자연과학계열,"8,194","8,513",505,16.2,16.9
,서울시립대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,718,796,29,24.8,27.4
,,자연과학계열,"1,070","1,110",45,23.8,24.7
,,공학계열,"4,147","4,648",146,28.4,31.8
,,인문ㆍ사회계열,"5,119","6,237",168,30.5,37.1
,서울신학대학교,예ㆍ체능계열,372,385,13,28.6,29.6
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,168","3,263",83,38.2,39.3
,서울여자대학교,예ㆍ체능계열,840,890,23,36.5,38.7
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,"2,381","2,537",66,36.1,38.4
,,인문ㆍ사회계열,"4,658","5,330",155,30.1,34.4
,서울장신대학교,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,842,886,28,30.1,31.6
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,157,142,8,19.6,17.8
,서울한영대학교,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,80,73,3,26.7,24.3
,,인문ㆍ사회계열,"1,036",978,38,27.3,25.7
,서원대학교,인문ㆍ사회계열,"4,097","3,916",125,32.8,31.3
,,자연과학계열,"1,340","1,181",35,38.3,33.7
,,공학계열,975,919,26,37.5,35.3
,,예ㆍ체능계열,965,880,24,40.2,36.7
,,의학계열,0,0,0,0,0
,선문대학교,자연과학계열,"1,503","1,465",41,36.7,35.7
,,예ㆍ체능계열,664,593,12,55.3,49.4
,,공학계열,"2,957","2,906",97,30.5,30
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,151","5,875",150,34.3,39.2
,성결대학교,예ㆍ체능계열,821,807,21,39.1,38.4
,,공학계열,"1,240","1,208",30,41.3,40.3
,,인문ㆍ사회계열,"3,983","4,257",145,27.5,29.4
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,성공회대학교,인문ㆍ사회계열,"2,182","2,189",64,34.1,34.2
,,의학계열,0,0,0,0,0
,,자연과학계열,160,183,3,53.3,61
,,공학계열,600,556,15,40,37.1
,,예ㆍ체능계열,0,0,0,0,0
,성균관대학교,인문ㆍ사회계열,"12,917","15,613",392,33,39.8
,,자연과학계열,"2,839","3,276",177,16,18.5
,,공학계열,"6,872","7,878",273,25.2,28.9
,,의학계열,987,686,505,2,1.4
,,예ㆍ체능계열,"1,953","2,048",41,47.6,50
,성신여자대학교,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,896","6,660",192,30.7,34.7
,,예ㆍ체능계열,"2,606","2,667",78,33.4,34.2
,,자연과학계열,"2,143","2,425",64,33.5,37.9
,세명대학교,자연과학계열,"2,121","2,080",60,35.4,34.7
,,예ㆍ체능계열,"1,080",996,28,38.6,35.6
,,의학계열,202,217,16,12.6,13.6
,,인문ㆍ사회계열,"4,300","4,341",156,27.6,27.8
,,공학계열,"1,243","1,182",34,36.6,34.8
,세종대학교,공학계열,"4,860","5,808",173,28.1,33.6
,,예ㆍ체능계열,"2,222","2,249",38,58.5,59.2
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,769","5,076",160,29.8,31.7
,,자연과학계열,"1,142","1,026",47,24.3,21.8
,세한대학교,자연과학계열,898,901,26,34.5,34.7
,,인문ㆍ사회계열,"1,743","1,855",73,23.9,25.4
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,946","1,793",50,38.9,35.9
,,공학계열,220,134,8,27.5,16.8
,송원대학교,인문ㆍ사회계열,620,535,31,20,17.3
,,의학계열,0,0,0,0,0
,,공학계열,370,252,30,12.3,8.4
,,자연과학계열,470,410,17,27.6,24.1
,,예ㆍ체능계열,140,117,4,35,29.3
,수원가톨릭대학교,인문ㆍ사회계열,472,242,14,33.7,17.3
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,수원대학교,공학계열,"3,519","3,852",95,37,40.5
,,예ㆍ체능계열,"2,831","2,641",61,46.4,43.3
,,자연과학계열,"1,653","1,688",50,33.1,33.8
,,인문ㆍ사회계열,"4,724","4,340",165,28.6,26.3
,,의학계열,0,0,0,0,0
,숙명여자대학교,인문ㆍ사회계열,"8,204","9,024",304,27,29.7
,,자연과학계열,"2,600","2,577",97,26.8,26.6
,,예ㆍ체능계열,"2,529","2,302",61,41.5,37.7
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,순복음총회신학교,예ㆍ체능계열,10,10,0,0,0
,,인문ㆍ사회계열,390,266,13,30,20.5
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,순천향대학교,인문ㆍ사회계열,"4,923","5,497",155,31.8,35.5
,,공학계열,"2,848","3,041",73,39,41.7
,,자연과학계열,"2,615","2,610",93,28.1,28.1
,,의학계열,711,624,458,1.6,1.4
,,예ㆍ체능계열,"1,058","1,057",22,48.1,48
,숭실대학교,인문ㆍ사회계열,"7,066","9,483",272,26,34.9
,,자연과학계열,"1,057","1,133",48,22,23.6
,,공학계열,"5,994","7,065",190,31.5,37.2
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,180,167,5,36,33.4
,신경주대학교,인문ㆍ사회계열,"4,185","2,399",126,33.2,19
,,예ㆍ체능계열,605,272,11,55,24.7
,,공학계열,369,142,5,73.8,28.4
,,자연과학계열,820,477,20,41,23.9
,,의학계열,0,0,0,0,0
,신라대학교,자연과학계열,"2,073","2,049",49,42.3,41.8
,,공학계열,"1,500","1,371",37,40.5,37.1
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"5,933","6,282",186,31.9,33.8
,,예ㆍ체능계열,"1,230","1,142",28,43.9,40.8
,아신대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,055","1,588",38,54.1,41.8
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,아주대학교,자연과학계열,"1,678","1,810",113,14.8,16
,,의학계열,528,518,192,2.8,2.7
,,인문ㆍ사회계열,"5,567","6,665",159,35,41.9
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,"6,209","7,566",180,34.5,42
,안양대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,392,557,17,23.1,32.8
,,자연과학계열,360,361,9,40,40.1
,,인문ㆍ사회계열,"3,304","3,131",104,31.8,30.1
,,공학계열,"1,609","1,456",47,34.2,31
,안양대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,280,254,9,31.1,28.2
,,공학계열,280,245,11,25.5,22.3
,,자연과학계열,0,0,0,0,0
,연세대학교,인문ㆍ사회계열,"15,183","18,608",489,31,38.1
,,예ㆍ체능계열,"1,071","1,377",45,23.8,30.6
,,자연과학계열,"5,012","5,947",309,16.2,19.2
,,공학계열,"6,806","8,261",266,25.6,31.1
,,의학계열,"2,305","2,513",491,4.7,5.1
,연세대학교(미래) _분교,예ㆍ체능계열,0,0,0,0,0
,,의학계열,372,446,111,3.4,4
,,자연과학계열,"2,653","3,248",115,23.1,28.2
,,공학계열,960,"1,135",44,21.8,25.8
,,인문ㆍ사회계열,"2,761","3,482",101,27.3,34.5
,영남대학교,인문ㆍ사회계열,"11,309","13,082",306,37,42.8
,,공학계열,"6,302","7,660",202,31.2,37.9
,,예ㆍ체능계열,"2,469","2,452",57,43.3,43
,,자연과학계열,"4,380","4,414",179,24.5,24.7
,,의학계열,645,653,128,5,5.1
,영남신학대학교,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,037","1,047",28,37,37.4
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,영산대학교,예ㆍ체능계열,450,351,8,56.3,43.9
,,인문ㆍ사회계열,"2,127","1,764",83,25.6,21.3
,,의학계열,0,0,0,0,0
,,공학계열,683,659,19,35.9,34.7
,,자연과학계열,465,517,12,38.8,43.1
,영산대학교 _제2캠퍼스,예ㆍ체능계열,900,895,29,31,30.9
,,인문ㆍ사회계열,"1,788","2,461",71,25.2,34.7
,,의학계열,0,0,0,0,0
,,공학계열,120,95,4,30,23.8
,,자연과학계열,555,672,12,46.3,56
,영산대학교(산업대),공학계열,0,9,0,0,0
,,인문ㆍ사회계열,0,80,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,6,0,0,0
,영산대학교(산업대) _제2캠퍼스,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,54,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,15,0,0,0
,,자연과학계열,0,4,0,0,0
,영산선학대학교,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,200,40,15,13.3,2.7
,,공학계열,0,0,0,0,0
,예수대학교,자연과학계열,467,513,20,23.4,25.7
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,93,86,4,23.3,21.5
,예원예술대학교,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,941,915,37,25.4,24.7
,,인문ㆍ사회계열,310,228,15,20.7,15.2
,,의학계열,0,0,0,0,0
,예원예술대학교 _제2캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,용인대학교,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"3,752","3,976",94,39.9,42.3
,,인문ㆍ사회계열,"2,187","2,201",90,24.3,24.5
,,자연과학계열,"1,234","1,283",34,36.3,37.7
,우석대학교,예ㆍ체능계열,"1,691","1,503",32,52.8,47
,,의학계열,136,166,15,9.1,11.1
,,인문ㆍ사회계열,"3,498","3,681",113,31,32.6
,,공학계열,985,903,35,28.1,25.8
,,자연과학계열,"2,540","2,515",85,29.9,29.6
,우송대학교,인문ㆍ사회계열,"4,249","4,845",211,20.1,23
,,자연과학계열,"1,395","1,354",21,66.4,64.5
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,818,802,8,102.3,100.3
,,공학계열,"2,626","2,308",30,87.5,76.9
,우송대학교(산업대),의학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,47,0,0,0
,,공학계열,0,5,0,0,0
,,예ㆍ체능계열,0,3,0,0,0
,,자연과학계열,0,0,0,0,0
,울산과학기술원,자연과학계열,281,153,0,0,0
,,공학계열,"3,615","2,717",143,25.3,19
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,737,380,37,19.9,10.3
,울산대학교,자연과학계열,"2,558","2,721",81,31.6,33.6
,,의학계열,736,930,637,1.2,1.5
,,공학계열,"4,970","6,121",178,27.9,34.4
,,예ㆍ체능계열,"1,468","1,416",41,35.8,34.5
,,인문ㆍ사회계열,"5,107","5,858",142,36,41.3
,원광대학교,의학계열,"1,348","1,397",226,6,6.2
,,인문ㆍ사회계열,"8,862","8,898",239,37.1,37.2
,,공학계열,"2,609","2,779",68,38.4,40.9
,,예ㆍ체능계열,"2,193","1,915",51,43,37.5
,,자연과학계열,"4,517","4,427",197,22.9,22.5
,위덕대학교,예ㆍ체능계열,317,273,7,45.3,39
,,자연과학계열,897,785,20,44.9,39.3
,,공학계열,912,747,37,24.6,20.2
,,인문ㆍ사회계열,"1,908","1,817",62,30.8,29.3
,,의학계열,0,0,0,0,0
,유원대학교,인문ㆍ사회계열,"1,571","1,423",45,34.9,31.6
,,예ㆍ체능계열,575,428,10,57.5,42.8
,,자연과학계열,"1,066","1,098",39,27.3,28.2
,,공학계열,"1,198",980,38,31.5,25.8
,,의학계열,0,0,0,0,0
,을지대학교,공학계열,0,0,0,0,0
,,의학계열,241,281,226,1.1,1.2
,,자연과학계열,781,807,38,20.6,21.2
,,인문ㆍ사회계열,58,72,2,29,36
,,예ㆍ체능계열,0,0,0,0,0
,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,792,35,22.9,22.6
,,자연과학계열,"3,188","3,421",98,32.5,34.9
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,이화여자대학교,예ㆍ체능계열,"4,249","4,478",95,44.7,47.1
,,자연과학계열,"4,195","4,324",176,23.8,24.6
,,공학계열,"1,456","1,497",72,20.2,20.8
,,인문ㆍ사회계열,"12,171","14,316",453,26.9,31.6
,,의학계열,960,806,201,4.8,4
,인제대학교,예ㆍ체능계열,988,930,25,39.5,37.2
,,인문ㆍ사회계열,"4,593","4,615",129,35.6,35.8
,,의학계열,288,265,0,0,0
,,자연과학계열,"3,165","3,358",101,31.3,33.2
,,공학계열,"2,125","2,177",67,31.7,32.5
,인제대학교 _제2캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,320,488,9,35.6,54.2
,,의학계열,372,391,666,0.6,0.6
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,인천가톨릭대학교,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,250,170,22,11.4,7.7
,,공학계열,0,0,0,0,0
,인천가톨릭대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,850,750,18,47.2,41.7
,,자연과학계열,0,0,0,0,0
,인천대학교,공학계열,"4,892","6,908",156,31.4,44.3
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,132","1,432",36,31.4,39.8
,,자연과학계열,"1,313","1,433",44,29.8,32.6
,,인문ㆍ사회계열,"5,637","6,687",157,35.9,42.6
,인하대학교,의학계열,503,503,157,3.2,3.2
,,공학계열,"7,746","9,792",245,31.6,40
,,예ㆍ체능계열,609,611,14,43.5,43.6
,,자연과학계열,"1,787","1,966",138,12.9,14.2
,,인문ㆍ사회계열,"9,040","10,660",304,29.7,35.1
,장로회신학대학교,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,327,307,10,32.7,30.7
,,인문ㆍ사회계열,"2,744","2,845",65,42.2,43.8
,,공학계열,0,0,0,0,0
,전남대학교,인문ㆍ사회계열,"8,666","9,707",303,28.6,32
,,공학계열,"4,850","5,208",169,28.7,30.8
,,예ㆍ체능계열,"1,129","1,323",36,31.4,36.8
,,의학계열,"2,314","2,171",316,7.3,6.9
,,자연과학계열,"6,095","7,056",263,23.2,26.8
,전남대학교 _제2캠퍼스,공학계열,"1,346","1,130",65,20.7,17.4
,,예ㆍ체능계열,115,92,4,28.8,23
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,322","1,217",59,22.4,20.6
,,인문ㆍ사회계열,"1,009",915,38,26.6,24.1
,전북대학교,인문ㆍ사회계열,"8,000","8,657",279,28.7,31
,,자연과학계열,"5,956","6,447",236,25.2,27.3
,,예ㆍ체능계열,923,"1,019",36,25.6,28.3
,,공학계열,"6,748","7,468",234,28.8,31.9
,,의학계열,"1,850","1,778",233,7.9,7.6
,전주교육대학교,자연과학계열,406,510,16,25.4,31.9
,,인문ㆍ사회계열,"1,335",885,28,47.7,31.6
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,310,444,13,23.8,34.2
,전주대학교,공학계열,"2,376","2,050",68,34.9,30.1
,,자연과학계열,"2,025","2,073",56,36.2,37
,,인문ㆍ사회계열,"6,506","7,141",207,31.4,34.5
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,690","1,544",36,46.9,42.9
,정석대학,인문ㆍ사회계열,50,45,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,150,108,0,0,0
,,자연과학계열,0,0,0,0,0
,제주국제대학교,의학계열,0,0,0,0,0
,,자연과학계열,120,13,4,30,3.3
,,공학계열,470,155,19,24.7,8.2
,,인문ㆍ사회계열,919,489,38,24.2,12.9
,,예ㆍ체능계열,300,199,7,42.9,28.4
,제주대학교,공학계열,"2,081","2,077",86,24.2,24.2
,,예ㆍ체능계열,925,909,31,29.8,29.3
,,자연과학계열,"3,197","3,213",132,24.2,24.3
,,인문ㆍ사회계열,"5,576","6,217",220,25.3,28.3
,,의학계열,608,631,138,4.4,4.6
,조선대학교,공학계열,"6,689","7,113",173,38.7,41.1
,,예ㆍ체능계열,"2,490","2,572",60,41.5,42.9
,,인문ㆍ사회계열,"9,991","10,533",276,36.2,38.2
,,자연과학계열,"3,390","3,382",153,22.2,22.1
,,의학계열,"1,938","1,968",143,13.6,13.8
,중부대학교,자연과학계열,"1,224","1,226",29,42.2,42.3
,,공학계열,"2,118","2,057",50,42.4,41.1
,,인문ㆍ사회계열,"4,516","4,650",174,26,26.7
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,855","1,796",48,38.6,37.4
,중앙대학교,인문ㆍ사회계열,"10,394","12,285",322,32.3,38.2
,,의학계열,742,712,106,7,6.7
,,공학계열,"4,101","4,642",143,28.7,32.5
,,자연과학계열,"3,061","3,207",179,17.1,17.9
,,예ㆍ체능계열,"1,213","1,001",32,37.9,31.3
,중앙대학교 _제2캠퍼스,인문ㆍ사회계열,"2,732","3,451",81,33.7,42.6
,,공학계열,100,146,2,50,73
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"3,656","4,127",85,43,48.6
,,자연과학계열,"1,242","1,346",43,28.9,31.3
,중앙승가대학교,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,615,345,17,36.2,20.3
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,중원대학교,공학계열,"1,159",644,25,46.4,25.8
,,의학계열,0,0,0,0,0
,,자연과학계열,853,750,41,20.8,18.3
,,인문ㆍ사회계열,"1,212",770,56,21.6,13.8
,,예ㆍ체능계열,100,95,4,25,23.8
,진주교육대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,535,507,15,35.7,33.8
,,공학계열,0,0,0,0,0
,,자연과학계열,689,601,20,34.5,30.1
,,인문ㆍ사회계열,"1,040",923,38,27.4,24.3
,진주산업대학교(산업대),예ㆍ체능계열,30,46,0,0,0
,,자연과학계열,310,509,0,0,0
,,인문ㆍ사회계열,330,475,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,725,"1,487",0,0,0
,차의과학대학교,자연과학계열,"1,020",980,53,19.2,18.5
,,인문ㆍ사회계열,581,527,11,52.8,47.9
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,641,595,296,2.2,2
,창신대학교,인문ㆍ사회계열,235,226,30,7.8,7.5
,,공학계열,90,85,9,10,9.4
,,예ㆍ체능계열,55,55,5,11,11
,,자연과학계열,150,154,13,11.5,11.8
,,의학계열,0,0,0,0,0
,청운대학교,자연과학계열,388,416,11,35.3,37.8
,,인문ㆍ사회계열,"3,124","3,680",75,41.7,49.1
,,공학계열,"1,621","2,019",54,30,37.4
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,727,724,17,42.8,42.6
,청주교육대학교,인문ㆍ사회계열,"1,098",953,33,33.3,28.9
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,557,481,14,39.8,34.4
,,자연과학계열,649,582,19,34.2,30.6
,청주대학교,예ㆍ체능계열,"1,881","1,834",52,36.2,35.3
,,의학계열,0,0,0,0,0
,,공학계열,"2,670","2,603",80,33.4,32.5
,,자연과학계열,"1,697","1,599",51,33.3,31.4
,,인문ㆍ사회계열,"6,740","7,683",232,29.1,33.1
,초당대학교,예ㆍ체능계열,284,226,18,15.8,12.6
,,의학계열,0,0,0,0,0
,,공학계열,220,193,13,16.9,14.8
,,자연과학계열,771,745,43,17.9,17.3
,,인문ㆍ사회계열,630,532,42,15,12.7
,초당대학교(산업대),자연과학계열,715,858,0,0,0
,,공학계열,205,157,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,295,306,0,0,0
,,인문ㆍ사회계열,710,764,0,0,0
,총신대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,290,276,9,32.2,30.7
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,960","4,060",113,35,35.9
,추계예술대학교,인문ㆍ사회계열,620,497,14,44.3,35.5
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,984,"1,002",34,28.9,29.5
,,공학계열,0,0,0,0,0
,춘천교육대학교,예ㆍ체능계열,572,553,19,30.1,29.1
,,자연과학계열,567,561,23,24.7,24.4
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,489","1,325",33,45.1,40.2
,충남대학교,공학계열,"6,532","7,444",210,31.1,35.4
,,자연과학계열,"6,131","6,657",237,25.9,28.1
,,인문ㆍ사회계열,"8,145","9,817",246,33.1,39.9
,,의학계열,"1,579","1,523",187,8.4,8.1
,,예ㆍ체능계열,"1,045","1,128",43,24.3,26.2
,충북대학교,인문ㆍ사회계열,"6,611","7,039",227,29.1,31
,,자연과학계열,"4,775","5,288",193,24.7,27.4
,,공학계열,"5,343","5,955",160,33.4,37.2
,,예ㆍ체능계열,434,552,15,28.9,36.8
,,의학계열,809,843,151,5.4,5.6
,칼빈대학교,공학계열,0,0,0,0,0
,,예ㆍ체능계열,78,61,2,39,30.5
