기준연도,학교명,계열,졸업자(A),진학자(B),진학률(%),학교명_정규화
2013,숭실대학교,예체능계열,26,0,0.0,숭실대학교
2013,숭실대학교,인문사회계열,1211,57,4.71,숭실대학교
2013,숭실대학교,자연과학계열,280,45,16.07,숭실대학교
2013,신경주대학교,공학계열,108,2,1.85,신경주대학교
2013,신경주대학교,예체능계열,23,1,4.35,신경주대학교
2013,신경주대학교,인문사회계열,541,5,0.92,신경주대학교
2013,신경주대학교,자연과학계열,40,4,10.0,신경주대학교
2013,신라대학교,공학계열,440,14,3.18,신라대학교
2013,신라대학교,예체능계열,259,23,8.88,신라대학교
2013,신라대학교,인문사회계열,1111,11,0.99,신라대학교
2013,신라대학교,자연과학계열,244,7,2.87,신라대학교
2013,아신대학교,인문사회계열,144,31,21.53,아신대학교
2013,아주대학교,공학계열,960,167,17.4,아주대학교
2013,아주대학교,의학계열,25,0,0.0,아주대학교
2013,아주대학교,인문사회계열,823,50,6.08,아주대학교
2013,아주대학교,자연과학계열,280,85,30.36,아주대학교
2013,안양대학교,공학계열,225,14,6.22,안양대학교
2013,안양대학교,예체능계열,105,9,8.57,안양대학교
2013,안양대학교,인문사회계열,449,18,4.01,안양대학교
2013,안양대학교,자연과학계열,101,3,2.97,안양대학교
2013,안양대학교 _제2캠퍼스,공학계열,14,0,0.0,안양대학교 _제2캠퍼스
2013,안양대학교 _제2캠퍼스,인문사회계열,52,2,3.85,안양대학교 _제2캠퍼스
2013,안양대학교 _제2캠퍼스,자연과학계열,27,3,11.11,안양대학교 _제2캠퍼스
2013,연세대학교,공학계열,912,268,29.39,연세대학교
2013,연세대학교,예체능계열,208,24,11.54,연세대학교
2013,연세대학교,의학계열,95,0,0.0,연세대학교
2013,연세대학교,인문사회계열,2034,330,16.22,연세대학교
2013,연세대학교,자연과학계열,767,319,41.59,연세대학교
2013,연세대학교(미래) _분교,공학계열,362,74,20.44,연세대학교(미래) _분교
2013,연세대학교(미래) _분교,예체능계열,55,4,7.27,연세대학교(미래) _분교
2013,연세대학교(미래) _분교,의학계열,105,1,0.95,연세대학교(미래) _분교
2013,연세대학교(미래) _분교,인문사회계열,577,52,9.01,연세대학교(미래) _분교
2013,연세대학교(미래) _분교,자연과학계열,398,83,20.85,연세대학교(미래) _분교
2013,영남대학교,공학계열,1576,105,6.66,영남대학교
2013,영남대학교,예체능계열,402,54,13.43,영남대학교
2013,영남대학교,의학계열,48,0,0.0,영남대학교
2013,영남대학교,인문사회계열,1818,69,3.8,영남대학교
2013,영남대학교,자연과학계열,901,129,14.32,영남대학교
2013,영남신학대학교,인문사회계열,109,43,39.45,영남신학대학교
2013,영산대학교,공학계열,82,1,1.22,영산대학교
2013,영산대학교,예체능계열,45,1,2.22,영산대학교
2013,영산대학교,인문사회계열,181,2,1.1,영산대학교
2013,영산대학교,자연과학계열,6,0,0.0,영산대학교
2013,영산대학교 _제2캠퍼스,공학계열,39,0,0.0,영산대학교 _제2캠퍼스
2013,영산대학교 _제2캠퍼스,예체능계열,52,0,0.0,영산대학교 _제2캠퍼스
2013,영산대학교 _제2캠퍼스,인문사회계열,194,4,2.06,영산대학교 _제2캠퍼스
2013,영산대학교 _제2캠퍼스,자연과학계열,153,7,4.58,영산대학교 _제2캠퍼스
2013,영산선학대학교,인문사회계열,15,9,60.0,영산선학대학교
2013,예수대학교,인문사회계열,19,1,5.26,예수대학교
2013,예수대학교,자연과학계열,136,0,0.0,예수대학교
2013,예원예술대학교,공학계열,6,0,0.0,예원예술대학교
2013,예원예술대학교,예체능계열,133,9,6.77,예원예술대학교
2013,예원예술대학교,인문사회계열,21,0,0.0,예원예술대학교
2013,예원예술대학교,자연과학계열,24,0,0.0,예원예술대학교
2013,용인대학교,공학계열,177,5,2.82,용인대학교
2013,용인대학교,예체능계열,603,22,3.65,용인대학교
2013,용인대학교,인문사회계열,183,3,1.64,용인대학교
2013,용인대학교,자연과학계열,178,8,4.49,용인대학교
2013,우석대학교,공학계열,420,9,2.14,우석대학교
2013,우석대학교,예체능계열,169,10,5.92,우석대학교
2013,우석대학교,의학계열,84,4,4.76,우석대학교
2013,우석대학교,인문사회계열,806,24,2.98,우석대학교
2013,우석대학교,자연과학계열,205,24,11.71,우석대학교
2013,우송대학교,공학계열,457,10,2.19,우송대학교
2013,우송대학교,예체능계열,121,2,1.65,우송대학교
2013,우송대학교,인문사회계열,597,4,0.67,우송대학교
2013,우송대학교,자연과학계열,225,10,4.44,우송대학교
2013,울산과학기술원,공학계열,31,26,83.87,울산과학기술원
2013,울산과학기술원,예체능계열,6,4,66.67,울산과학기술원
2013,울산과학기술원,인문사회계열,19,13,68.42,울산과학기술원
2013,울산과학기술원,자연과학계열,119,111,93.28,울산과학기술원
2013,울산대학교,공학계열,1002,88,8.78,울산대학교
2013,울산대학교,예체능계열,304,14,4.61,울산대학교
2013,울산대학교,의학계열,37,0,0.0,울산대학교
2013,울산대학교,인문사회계열,890,20,2.25,울산대학교
2013,울산대학교,자연과학계열,593,75,12.65,울산대학교
2013,원광대학교,공학계열,627,43,6.86,원광대학교
2013,원광대학교,예체능계열,485,52,10.72,원광대학교
2013,원광대학교,의학계열,272,4,1.47,원광대학교
2013,원광대학교,인문사회계열,1535,47,3.06,원광대학교
2013,원광대학교,자연과학계열,531,74,13.94,원광대학교
2013,위덕대학교,공학계열,108,11,10.19,위덕대학교
2013,위덕대학교,예체능계열,80,6,7.5,위덕대학교
2013,위덕대학교,인문사회계열,191,18,9.42,위덕대학교
2013,위덕대학교,자연과학계열,108,4,3.7,위덕대학교
2013,유원대학교,공학계열,92,2,2.17,유원대학교
2013,유원대학교,예체능계열,109,2,1.83,유원대학교
2013,유원대학교,인문사회계열,224,5,2.23,유원대학교
2013,유원대학교,자연과학계열,134,5,3.73,유원대학교
2013,을지대학교,공학계열,103,1,0.97,을지대학교
2013,을지대학교,의학계열,34,0,0.0,을지대학교
2013,을지대학교,인문사회계열,36,1,2.78,을지대학교
2013,을지대학교,자연과학계열,31,1,3.23,을지대학교
2013,을지대학교 _제2캠퍼스,공학계열,364,9,2.47,을지대학교 _제2캠퍼스
2013,을지대학교 _제2캠퍼스,예체능계열,40,2,5.0,을지대학교 _제2캠퍼스
2013,을지대학교 _제2캠퍼스,인문사회계열,194,1,0.52,을지대학교 _제2캠퍼스
2013,을지대학교 _제2캠퍼스,자연과학계열,360,6,1.67,을지대학교 _제2캠퍼스
2013,이화여자대학교,공학계열,294,77,26.19,이화여자대학교
2013,이화여자대학교,예체능계열,504,129,25.6,이화여자대학교
2013,이화여자대학교,의학계열,34,9,26.47,이화여자대학교
2013,이화여자대학교,인문사회계열,1798,256,14.24,이화여자대학교
2013,이화여자대학교,자연과학계열,521,148,28.41,이화여자대학교
2013,인제대학교,공학계열,535,70,13.08,인제대학교
2013,인제대학교,예체능계열,177,27,15.25,인제대학교
2013,인제대학교,인문사회계열,851,33,3.88,인제대학교
2013,인제대학교,자연과학계열,335,44,13.13,인제대학교
2013,인천가톨릭대학교,인문사회계열,26,21,80.77,인천가톨릭대학교
2013,인천대학교,공학계열,435,51,11.72,인천대학교
2013,인천대학교,예체능계열,72,5,6.94,인천대학교
2013,인천대학교,인문사회계열,563,23,4.09,인천대학교
2013,인천대학교,자연과학계열,168,38,22.62,인천대학교
2013,인하대학교,공학계열,1603,201,12.54,인하대학교
2013,인하대학교,예체능계열,112,4,3.57,인하대학교
2013,인하대학교,의학계열,9,0,0.0,인하대학교
2013,인하대학교,인문사회계열,1442,55,3.81,인하대학교
2013,인하대학교,자연과학계열,775,205,26.45,인하대학교
2013,장로회신학대학교,예체능계열,50,3,6.0,장로회신학대학교
2013,장로회신학대학교,인문사회계열,112,46,41.07,장로회신학대학교
2013,전남대학교,공학계열,694,53,7.64,전남대학교
2013,전남대학교,예체능계열,242,29,11.98,전남대학교
2013,전남대학교,의학계열,157,23,14.65,전남대학교
2013,전남대학교,인문사회계열,1444,75,5.19,전남대학교
2013,전남대학교,자연과학계열,1158,208,17.96,전남대학교
2013,전남대학교 _제2캠퍼스,공학계열,155,10,6.45,전남대학교 _제2캠퍼스
2013,전남대학교 _제2캠퍼스,의학계열,63,11,17.46,전남대학교 _제2캠퍼스
2013,전남대학교 _제2캠퍼스,인문사회계열,243,3,1.23,전남대학교 _제2캠퍼스
2013,전남대학교 _제2캠퍼스,자연과학계열,206,18,8.74,전남대학교 _제2캠퍼스
2013,전북대학교,공학계열,1173,119,10.14,전북대학교
2013,전북대학교,예체능계열,149,36,24.16,전북대학교
2013,전북대학교,의학계열,48,9,18.75,전북대학교
2013,전북대학교,인문사회계열,1467,104,7.09,전북대학교
2013,전북대학교,자연과학계열,1184,248,20.95,전북대학교
2013,전주교육대학교,공학계열,30,0,0.0,전주교육대학교
2013,전주교육대학교,예체능계열,105,3,2.86,전주교육대학교
2013,전주교육대학교,인문사회계열,208,5,2.4,전주교육대학교
2013,전주교육대학교,자연과학계열,72,1,1.39,전주교육대학교
2013,전주대학교,공학계열,408,15,3.68,전주대학교
2013,전주대학교,예체능계열,295,19,6.44,전주대학교
2013,전주대학교,의학계열,35,0,0.0,전주대학교
2013,전주대학교,인문사회계열,1239,38,3.07,전주대학교
2013,전주대학교,자연과학계열,249,12,4.82,전주대학교
2013,제주대학교,공학계열,392,22,5.61,제주대학교
2013,제주대학교,예체능계열,104,13,12.5,제주대학교
2013,제주대학교,의학계열,71,13,18.31,제주대학교
2013,제주대학교,인문사회계열,966,23,2.38,제주대학교
2013,제주대학교,자연과학계열,349,28,8.02,제주대학교
2013,조선대학교,공학계열,1208,74,6.13,조선대학교
2013,조선대학교,예체능계열,550,41,7.45,조선대학교
2013,조선대학교,의학계열,31,0,0.0,조선대학교
2013,조선대학교,인문사회계열,1677,56,3.34,조선대학교
2013,조선대학교,자연과학계열,703,106,15.08,조선대학교
2013,중부대학교,공학계열,346,10,2.89,중부대학교
2013,중부대학교,예체능계열,280,7,2.5,중부대학교
2013,중부대학교,인문사회계열,646,6,0.93,중부대학교
2013,중부대학교,자연과학계열,194,7,3.61,중부대학교
2013,중앙대학교,공학계열,928,134,14.44,중앙대학교
2013,중앙대학교,예체능계열,97,7,7.22,중앙대학교
2013,중앙대학교,의학계열,43,0,0.0,중앙대학교
2013,중앙대학교,인문사회계열,1444,83,5.75,중앙대학교
2013,중앙대학교,자연과학계열,437,98,22.43,중앙대학교
2013,중앙승가대학교,인문사회계열,56,23,41.07,중앙승가대학교
2013,중원대학교,공학계열,18,4,22.22,중원대학교
2013,중원대학교,예체능계열,12,0,0.0,중원대학교
2013,중원대학교,의학계열,9,1,11.11,중원대학교
2013,중원대학교,인문사회계열,23,1,4.35,중원대학교
2013,중원대학교,자연과학계열,28,10,35.71,중원대학교
2013,진주교육대학교,공학계열,36,0,0.0,진주교육대학교
2013,진주교육대학교,예체능계열,112,0,0.0,진주교육대학교
2013,진주교육대학교,인문사회계열,239,2,0.84,진주교육대학교
2013,진주교육대학교,자연과학계열,79,0,0.0,진주교육대학교
2013,차의과학대학교,공학계열,76,1,1.32,차의과학대학교
2013,차의과학대학교,자연과학계열,13,7,53.85,차의과학대학교
2013,청운대학교,공학계열,150,3,2.0,청운대학교
2013,청운대학교,예체능계열,64,6,9.38,청운대학교
2013,청운대학교,인문사회계열,688,11,1.6,청운대학교
2013,청운대학교,자연과학계열,94,3,3.19,청운대학교
2013,청주교육대학교,공학계열,27,1,3.7,청주교육대학교
2013,청주교육대학교,예체능계열,85,1,1.18,청주교육대학교
2013,청주교육대학교,인문사회계열,215,3,1.4,청주교육대학교
2013,청주교육대학교,자연과학계열,93,1,1.08,청주교육대학교
2013,청주대학교,공학계열,658,35,5.32,청주대학교
2013,청주대학교,예체능계열,273,10,3.66,청주대학교
2013,청주대학교,인문사회계열,1778,29,1.63,청주대학교
2013,청주대학교,자연과학계열,359,40,11.14,청주대학교
2013,총신대학교,예체능계열,64,7,10.94,총신대학교
2013,총신대학교,인문사회계열,321,71,22.12,총신대학교
2013,추계예술대학교,예체능계열,280,22,7.86,추계예술대학교
2013,추계예술대학교,인문사회계열,25,1,4.0,추계예술대학교
2013,춘천교육대학교,공학계열,27,0,0.0,춘천교육대학교
2013,춘천교육대학교,예체능계열,76,2,2.63,춘천교육대학교
2013,춘천교육대학교,인문사회계열,249,4,1.61,춘천교육대학교
2013,춘천교육대학교,자연과학계열,81,0,0.0,춘천교육대학교
2013,충남대학교,공학계열,1219,171,14.03,충남대학교
2013,충남대학교,예체능계열,162,22,13.58,충남대학교
2013,충남대학교,의학계열,81,17,20.99,충남대학교
2013,충남대학교,인문사회계열,1306,52,3.98,충남대학교
2013,충남대학교,자연과학계열,989,274,27.7,충남대학교
2013,충북대학교,공학계열,1022,142,13.89,충북대학교
2013,충북대학교,예체능계열,116,15,12.93,충북대학교
